annotator_labels,captionID,gold_label,pairID,sentence1,sentence1_binary_parse,sentence1_parse,sentence2,sentence2_binary_parse,sentence2_parse
"['contradiction', 'contradiction', 'neutral', 'contradiction', 'contradiction']",2421367904.jpg#0,contradiction,2421367904.jpg#0r1c,A group of people examine a boat with an orange flag that is sitting on sand next to a body of water.,( ( ( A group ) ( of people ) ) ( ( ( examine ( a boat ) ) ( with ( ( an ( orange flag ) ) ( that ( is ( ( sitting ( on sand ) ) ( next ( to ( ( a body ) ( of water ) ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBP examine) (NP (DT a) (NN boat)) (PP (IN with) (NP (NP (DT an) (JJ orange) (NN flag)) (SBAR (WHNP (WDT that)) (S (VP (VBZ is) (VP (VBG sitting) (PP (IN on) (NP (NN sand))) (ADVP (JJ next) (PP (TO to) (NP (NP (DT a) (NN body)) (PP (IN of) (NP (NN water))))))))))))) (. .))),People don't like sand.,( People ( ( ( do n't ) ( like sand ) ) . ) ),(ROOT (S (NP (NNS People)) (VP (VBP do) (RB n't) (VP (VB like) (NP (NN sand)))) (. .)))
"['entailment', 'entailment', 'neutral', 'entailment', 'entailment']",3296500180.jpg#1,entailment,3296500180.jpg#1r1e,Man jumping over a rusty fence on a blue bicycle.,( ( Man ( jumping ( over ( ( a ( rusty fence ) ) ( on ( a ( blue bicycle ) ) ) ) ) ) ) . ),(ROOT (NP (NP (NNP Man)) (VP (VBG jumping) (PP (IN over) (NP (NP (DT a) (JJ rusty) (NN fence)) (PP (IN on) (NP (DT a) (JJ blue) (NN bicycle)))))) (. .))),Man doing a trick riding his bicycle.,( ( Man ( ( doing ( a trick ) ) ( riding ( his bicycle ) ) ) ) . ),(ROOT (NP (NP (NNP Man)) (VP (VBG doing) (NP (DT a) (NN trick)) (S (VP (VBG riding) (NP (PRP$ his) (NN bicycle))))) (. .)))
"['contradiction', 'contradiction', 'neutral', 'neutral', 'contradiction']",3365348059.jpg#3,contradiction,3365348059.jpg#3r1c,a blond woman kissing the cheek of a brown-haired man.,( ( ( a ( blond woman ) ) ( kissing ( ( the cheek ) ( of ( a ( brown-haired man ) ) ) ) ) ) . ),(ROOT (NP (NP (DT a) (JJ blond) (NN woman)) (VP (VBG kissing) (NP (NP (DT the) (NN cheek)) (PP (IN of) (NP (DT a) (JJ brown-haired) (NN man))))) (. .))),This woman does not know the man she is pictured with.,( ( This woman ) ( ( ( does not ) ( know ( ( the man ) ( she ( is ( pictured with ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT This) (NN woman)) (VP (VBZ does) (RB not) (VP (VB know) (NP (NP (DT the) (NN man)) (SBAR (S (NP (PRP she)) (VP (VBZ is) (VP (VBN pictured) (PP (IN with))))))))) (. .)))
"['entailment', 'neutral', 'entailment', 'entailment', 'entailment']",4737602081.jpg#0,entailment,4737602081.jpg#0r1e,A mother shading her baby with an umbrella as she and her partner climb the stairs.,( ( ( ( ( A mother ) ( ( shading ( her baby ) ) ( with ( ( an umbrella ) ( as she ) ) ) ) ) and ) ( ( her partner ) ( climb ( the stairs ) ) ) ) . ),(ROOT (S (S (NP (DT A) (NN mother)) (VP (VBG shading) (NP (PRP$ her) (NN baby)) (PP (IN with) (NP (NP (DT an) (NN umbrella)) (PP (IN as) (NP (PRP she))))))) (CC and) (S (NP (PRP$ her) (NN partner)) (VP (VB climb) (NP (DT the) (NNS stairs)))) (. .))),A woman protects her child from the sun as they walk to an upper level of a building.,( ( A woman ) ( ( ( ( protects ( her child ) ) ( from ( the sun ) ) ) ( as ( they ( walk ( to ( ( an ( upper level ) ) ( of ( a building ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ protects) (NP (PRP$ her) (NN child)) (PP (IN from) (NP (DT the) (NN sun))) (SBAR (IN as) (S (NP (PRP they)) (VP (VBP walk) (PP (TO to) (NP (NP (DT an) (JJ upper) (NN level)) (PP (IN of) (NP (DT a) (NN building))))))))) (. .)))
"['neutral', 'neutral', 'neutral', 'entailment', 'contradiction']",6278649113.jpg#1,neutral,6278649113.jpg#1r1n,A person in blue is the only person currently throwing their ball at a bowling alley.,( ( ( A person ) ( in blue ) ) ( ( is ( ( the ( only person ) ) ( currently ( ( throwing ( their ball ) ) ( at ( a ( bowling alley ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN person)) (PP (IN in) (NP (NN blue)))) (VP (VBZ is) (NP (NP (DT the) (JJ only) (NN person)) (VP (ADVP (RB currently)) (VBG throwing) (NP (PRP$ their) (NN ball)) (PP (IN at) (NP (DT a) (NN bowling) (NN alley)))))) (. .))),A person just bowled a strike.,( ( A person ) ( just ( ( bowled ( a strike ) ) . ) ) ),(ROOT (S (NP (DT A) (NN person)) (ADVP (RB just)) (VP (VBD bowled) (NP (DT a) (NN strike))) (. .)))
"['contradiction', 'neutral', 'contradiction', 'contradiction', 'contradiction']",4791890474.jpg#3,contradiction,4791890474.jpg#3r1c,An old man with a package poses in front of an advertisement.,( ( ( An ( old man ) ) ( with ( a package ) ) ) ( ( poses ( in ( front ( of ( an advertisement ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT An) (JJ old) (NN man)) (PP (IN with) (NP (DT a) (NN package)))) (VP (VBZ poses) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT an) (NN advertisement)))))) (. .))),A man walks by an ad.,( ( A man ) ( ( walks ( by ( an ad ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ walks) (PP (IN by) (NP (DT an) (NN ad)))) (. .)))
"['neutral', 'neutral', 'neutral', 'entailment', 'entailment']",3338590946.jpg#4,neutral,3338590946.jpg#4r1n,A wakeboarder.,( A ( wakeboarder . ) ),(ROOT (NP (DT A) (NN wakeboarder) (. .))),A person rides on a wakeboard along the beach.,( ( ( ( A ( person rides ) ) ( on ( a wakeboard ) ) ) ( along ( the beach ) ) ) . ),(ROOT (NP (NP (DT A) (NN person) (NNS rides)) (PP (IN on) (NP (DT a) (NN wakeboard))) (PP (IN along) (NP (DT the) (NN beach))) (. .)))
"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",518230621.jpg#3,entailment,518230621.jpg#3r1e,Indian men selling food items on the sidewalk,( ( Indian men ) ( ( selling ( food items ) ) ( on ( the sidewalk ) ) ) ),(ROOT (NP (NP (JJ Indian) (NNS men)) (NP (NP (NN selling) (NN food) (NNS items)) (PP (IN on) (NP (DT the) (NN sidewalk)))))),Men are selling food on the sidewalk.,( Men ( ( are ( ( selling food ) ( on ( the sidewalk ) ) ) ) . ) ),(ROOT (S (NP (NNP Men)) (VP (VBP are) (VP (VBG selling) (NP (NN food)) (PP (IN on) (NP (DT the) (NN sidewalk))))) (. .)))
"['entailment', 'contradiction', 'entailment', 'entailment', 'entailment']",4787038693.jpg#2,entailment,4787038693.jpg#2r1e,"A man sitting on a statue outdoors, near a woman standing next to him.","( ( ( A man ) ( ( ( ( sitting ( on ( a statue ) ) ) outdoors ) , ) ( near ( ( a woman ) ( ( standing next ) ( to him ) ) ) ) ) ) . )","(ROOT (NP (NP (DT A) (NN man)) (VP (VBG sitting) (PP (IN on) (NP (DT a) (NN statue))) (ADVP (RB outdoors)) (, ,) (PP (IN near) (NP (NP (DT a) (NN woman)) (VP (VBG standing) (ADVP (JJ next)) (PP (TO to) (NP (PRP him))))))) (. .)))",man and woman sitting near a statue,( ( man ( and ( woman sitting ) ) ) ( near ( a statue ) ) ),(ROOT (NP (NP (NN man) (CC and) (NN woman) (NN sitting)) (PP (IN near) (NP (DT a) (NN statue)))))
"['neutral', 'neutral', 'entailment', 'neutral', 'neutral']",6073765731.jpg#2,neutral,6073765731.jpg#2r1n,"A lady is helping another woman work in a silver compartment, which is most likely related to nurse-work.","( ( A lady ) ( ( is ( ( helping ( another ( woman work ) ) ) ( in ( ( ( a ( silver compartment ) ) , ) ( which ( is ( ( most likely ) ( related ( to nurse-work ) ) ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (DT A) (NN lady)) (VP (VBZ is) (VP (VBG helping) (NP (DT another) (NN woman) (NN work)) (PP (IN in) (NP (NP (DT a) (JJ silver) (NN compartment)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBZ is) (ADJP (ADVP (RBS most) (RB likely)) (VBN related) (PP (TO to) (NP (NN nurse-work))))))))))) (. .)))",Two woman are trying to finish orders from a doctor,( ( Two woman ) ( are ( trying ( to ( ( finish orders ) ( from ( a doctor ) ) ) ) ) ) ),(ROOT (S (NP (CD Two) (NN woman)) (VP (VBP are) (VP (VBG trying) (S (VP (TO to) (VP (VB finish) (NP (NNS orders)) (PP (IN from) (NP (DT a) (NN doctor))))))))))
"['neutral', 'neutral', 'entailment', 'neutral', 'neutral']",3801367099.jpg#2,neutral,3801367099.jpg#2r1n,"A man in a leaf-patterned short stand behind a sunflower, smiling at the camera.","( ( ( A man ) ( in ( ( a ( leaf-patterned ( short stand ) ) ) ( behind ( a sunflower ) ) ) ) ) ( , ( ( smiling ( at ( the camera ) ) ) . ) ) )","(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN in) (NP (NP (DT a) (JJ leaf-patterned) (JJ short) (NN stand)) (PP (IN behind) (NP (DT a) (NN sunflower)))))) (, ,) (VP (VBG smiling) (PP (IN at) (NP (DT the) (NN camera)))) (. .)))",The man is outdoors.,( ( The man ) ( ( is outdoors ) . ) ),(ROOT (S (NP (DT The) (NN man)) (VP (VBZ is) (ADVP (RB outdoors))) (. .)))
"['neutral', 'contradiction', 'neutral', 'contradiction', 'contradiction']",212863746.jpg#2,contradiction,212863746.jpg#2r1n,Two women are getting their pictures taken with a man in his underwear.,( ( Two women ) ( ( are ( getting ( ( their pictures ) ( taken ( with ( ( a man ) ( in ( his underwear ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (CD Two) (NNS women)) (VP (VBP are) (VP (VBG getting) (NP (NP (PRP$ their) (NNS pictures)) (VP (VBN taken) (PP (IN with) (NP (NP (DT a) (NN man)) (PP (IN in) (NP (PRP$ his) (NN underwear))))))))) (. .))),The women are in their underwear.,( ( The women ) ( ( are ( in ( their underwear ) ) ) . ) ),(ROOT (S (NP (DT The) (NNS women)) (VP (VBP are) (PP (IN in) (NP (PRP$ their) (NN underwear)))) (. .)))
